,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,1ST,2ND,3RD,YEAR
65,Corey Conners,86,"6,035",51.681,"51,132",172,805,"1,203","1,131","1,548",-0.25,-39.771,69,0.653,0.665,-0.12300000000000001,42.769,69,28.0,1.0,4.0,,1.0,1.0,1.0,2019
66,Rafa Cabrera Bello,68,"4,810",3.032,"32,436",112,611,947,771,"1,224",-0.31,2.0580000000000003,48,0.18,0.08900000000000001,0.107,20.129,48,19.0,0.0,2.0,0.0,,,2.0,2019
67,Aaron Baddeley,55,"3,873",20.069,"31,496",110,444,769,627,990,-0.3,27.451,42,-0.46,-0.34,0.46,13.162,42,18.0,0.0,3.0,0.0,,1.0,,2019
68,Cameron Tringale,65,"4,548",53.708,"38,599",130,549,907,815,"1,170",-0.29,10.395999999999999,51,-0.10800000000000001,0.327,0.12300000000000001,27.826,51,21.0,0.0,2.0,0.0,,,,2019
69,Matt Jones,84,"5,889",59.077,"49,414",168,728,"1,171","1,007","1,512",-0.29,7.926,66,0.304,-0.14800000000000002,0.35200000000000004,41.431000000000004,66,27.0,0.0,2.0,0.0,,,,2019
70,Emiliano Grillo,78,"5,504",19.507,"39,033",132,744,"1,092",965,"1,404",-0.27,-34.828,55,0.47,0.9259999999999999,-0.345,22.965999999999998,55,23.0,0.0,2.0,0.0,,1.0,,2019
71,Cameron Smith,74,"5,224",16.257,"36,485",124,615,"1,036",848,"1,332",-0.29,8.323,53,-0.12300000000000001,0.004,0.28600000000000003,17.174,53,23.0,0.0,3.0,0.0,,,,2019
72,Adam Schenk,100,"7,008",73.686,"60,155",200,856,"1,397","1,235","1,800",-0.3,27.941,82,0.08,0.142,-0.075,39.948,82,31.0,0.0,3.0,0.0,,,,2019
73,Danny Willett,63,"4,466",- 3.811,"34,669",118,523,878,751,"1,134",-0.26,-6.5,50,0.10800000000000001,0.25,0.154,19.128,50,19.0,0.0,2.0,0.0,,,,2019
74,Johnson Wagner,58,"4,052",57.147,"32,871",116,544,811,747,"1,044",-0.29,22.959,47,-0.2,-0.015,-0.268,0.237,47,19.0,0.0,1.0,0.0,,1.0,,2019
75,Keegan Bradley,82,"5,784",25.638,"44,182",148,763,"1,150","1,011","1,476",-0.26,-34.551,67,0.23800000000000002,0.5670000000000001,-0.142,9.873,67,25.0,0.0,3.0,0.0,,1.0,,2019
76,Martin Laird,80,"5,602",67.313,"47,816",160,706,"1,119","1,006","1,440",-0.27,1.3730000000000002,73,0.1,0.075,0.028999999999999998,16.253,73,26.0,0.0,4.0,0.0,,,,2019
77,Russell Henley,70,"4,907",54.156,"40,274",140,676,975,858,"1,260",-0.25,-18.227999999999998,61,0.13699999999999998,0.33399999999999996,-0.005,10.179,61,25.0,0.0,1.0,0.0,,1.0,,2019
78,Jonas Blixt,76,"5,344",42.499,"43,988",152,681,"1,059",891,"1,368",-0.29,8.329,64,-0.003,-0.039,0.034,7.807,64,26.0,0.0,1.0,0.0,,,,2019
79,Ryan Armour,92,"6,450",71.671,"46,694",168,947,"1,283","1,119","1,656",-0.26,14.227,75,-0.10300000000000001,-0.002,0.106,14.282,75,28.0,0.0,1.0,0.0,,,,2019
80,Mackenzie Hughes,76,"5,345",43.953,"45,176",152,614,"1,059",893,"1,368",-0.28,-0.9009999999999999,66,-0.068,0.032,0.006,-2.8960000000000004,66,25.0,0.0,2.0,0.0,,1.0,,2019
81,Sebastián Muñoz,80,"5,593",79.565,"47,814",160,668,"1,117",983,"1,440",-0.3,4.856,64,-0.048,0.054000000000000006,0.261,21.979,64,26.0,0.0,3.0,0.0,,,,2019
82,Nick Watney,83,"5,824",61.402,"45,248",150,686,"1,157","1,025","1,494",-0.29,0.8290000000000001,69,0.01,0.071,0.04,9.164,69,26.0,0.0,3.0,0.0,,,,2019
83,Kiradech Aphibarnrat,62,"4,391",5.483,"31,582",108,549,868,688,"1,116",-0.28,15.167,45,-0.015,-0.433,0.19399999999999998,3.73,45,20.0,0.0,3.0,0.0,,,1.0,2019
84,Sam Ryder,72,"5,034",71.670,"39,969",136,640,"1,006",881,"1,296",-0.3,25.592,60,0.038,0.158,-0.161,27.691,60,23.0,0.0,2.0,0.0,,,1.0,2019
85,Joel Dahmen,96,"6,760",49.474,"51,457",176,918,"1,340","1,153","1,728",-0.29,-7.756,76,0.249,0.141,-0.204,6.43,76,29.0,0.0,2.0,0.0,,1.0,,2019
86,Troy Merritt,61,"4,257",70.969,"33,439",114,570,858,756,"1,098",-0.32,4.773,56,-0.054000000000000006,0.366,0.040999999999999995,23.590999999999998,56,21.0,0.0,4.0,0.0,,1.0,,2019
87,Shawn Stefani,76,"5,324",68.787,"44,983",152,656,"1,060",957,"1,368",-0.27,-9.845,62,-0.303,0.42100000000000004,0.133,5.763,62,25.0,0.0,2.0,0.0,,,,2019
88,Scott Brown,82,"5,767",51.740,"47,337",164,749,"1,145",982,"1,476",-0.27,4.993,68,0.19899999999999998,-0.083,-0.19399999999999998,-0.259,68,27.0,0.0,4.0,0.0,,,,2019
89,Si Woo Kim,82,"5,756",62.984,"43,278",148,722,"1,147",958,"1,476",-0.32,-3.516,59,0.066,-0.177,0.305,7.916,59,28.0,0.0,5.0,0.0,,,1.0,2019
90,C.T. Pan,82,"5,786",33.189,"39,897",140,741,"1,144",947,"1,476",-0.27,-3.71,60,-0.114,0.054000000000000006,0.18,3.517,60,25.0,1.0,2.0,0.0,1.0,,1.0,2019
91,Ryan Moore,74,"5,195",57.089,"37,251",132,781,"1,034",908,"1,332",-0.3,3.885,63,0.114,0.596,0.055,52.055,63,22.0,0.0,2.0,0.0,,1.0,1.0,2019
92,Francesco Molinari,54,"3,839",- 6.414,"28,870",100,505,760,618,972,-0.25,-8.87,42,0.105,0.04,0.105,1.6159999999999999,42,15.0,1.0,3.0,0.0,1.0,,1.0,2019
93,Josh Teater,67,"4,691",64.889,"39,126",134,595,937,850,"1,206",-0.27,-0.884,53,0.081,0.361,-0.162,13.9,53,24.0,0.0,2.0,0.0,,,,2019
94,Cameron Davis,72,"5,047",63.891,"44,493",144,583,"1,005",891,"1,296",-0.29,-11.6,57,0.19699999999999998,0.165,-0.021,7.782,57,,,,,,,,2019
95,Sepp Straka,72,"5,058",53.036,"43,833",144,641,"1,003",895,"1,296",-0.3,3.255,58,0.37799999999999995,0.309,-0.191,32.028,58,25.0,0.0,1.0,0.0,,,1.0,2019
96,Sam Burns,78,"5,497",40.629,"47,917",156,622,"1,088",909,"1,404",-0.31,25.125,68,0.27699999999999997,-0.293,-0.304,3.366,68,26.0,0.0,3.0,0.0,,,1.0,2019
97,Danny Lee,81,"5,713",37.729,"46,415",154,645,"1,130",973,"1,458",-0.28,-17.247,72,0.085,0.156,-0.139,-9.874,72,27.0,0.0,3.0,0.0,,1.0,,2019
98,Brian Stuard,94,"6,610",63.952,"47,575",172,932,"1,311","1,098","1,692",-0.27,13.515,77,-0.239,0.266,0.19,30.239,77,29.0,0.0,3.0,0.0,,,,2019
99,Hank Lebioda,70,"4,914",56.109,"41,154",140,640,975,872,"1,260",-0.27,-16.223,58,0.085,0.281,0.081,9.695,58,23.0,0.0,1.0,0.0,,,,2019
100,Brian Harman,89,"6,281",39.450,"46,719",162,848,"1,244","1,028","1,602",-0.28,6.376,71,0.312,-0.301,0.245,24.545,71,29.0,0.0,4.0,0.0,,,,2019
101,Kevin Tway,80,"5,628",53.576,"43,741",144,620,"1,122",965,"1,440",-0.27,-8.786,67,-0.099,0.124,0.249,9.554,67,26.0,1.0,2.0,0.0,1.0,,,2019
102,Keith Mitchell,83,"5,847",47.732,"45,475",150,701,"1,161","1,006","1,494",-0.3,-20.631999999999998,61,0.657,0.037000000000000005,-0.102,15.464,61,26.0,1.0,3.0,0.0,1.0,,,2019
103,Dominic Bozzelli,67,"4,688",70.515,"39,721",134,564,937,807,"1,206",-0.33,41.522,49,-0.23600000000000002,-0.7659999999999999,0.005,-7.331,49,24.0,0.0,2.0,0.0,,,,2019
104,J.J. Spaun,82,"5,754",70.779,"42,982",148,729,"1,147","1,009","1,476",-0.27,-1.328,64,-0.046,0.094,0.003,1.9480000000000002,64,26.0,0.0,2.0,0.0,,,1.0,2019
105,Roger Sloan,84,"5,909",57.836,"49,695",168,724,"1,171",984,"1,512",-0.3,7.085,70,-0.07200000000000001,0.096,-0.105,1.4069999999999998,70,27.0,0.0,3.0,0.0,,1.0,,2019
106,Adam Svensson,67,"4,702",57.840,"38,839",134,610,935,837,"1,206",-0.26,-33.084,55,0.213,0.509,0.259,20.885,55,,,,,,,,2019
107,Alex Noren,60,"4,262",.734,"31,314",104,524,840,705,"1,080",-0.26,-11.455,43,0.083,-0.366,0.28,-11.588,43,18.0,0.0,,0.0,,,,2019
108,Harris English,91,"6,396",69.971,"54,774",182,782,"1,270","1,095","1,638",-0.28,41.67100000000001,79,-0.024,-0.43700000000000006,0.134,15.806,79,28.0,0.0,,0.0,,,,2019
109,Bill Haas,69,"4,856",46.862,"40,224",138,590,962,803,"1,242",-0.27,3.3539999999999996,61,-0.083,-0.16899999999999998,0.35,9.336,61,23.0,0.0,2.0,0.0,,,,2019
110,Pat Perez,62,"4,369",36.671,"28,607",100,566,867,729,"1,116",-0.28,21.954,41,-0.498,-0.085,0.335,11.797,41,21.0,0.0,3.0,0.0,,,,2019
111,Brice Garnett,85,"5,958",82.723,"44,260",154,851,"1,191","1,064","1,530",-0.28,5.928,65,0.281,-0.253,-0.153,-2.181,65,28.0,0.0,2.0,0.0,,,,2019
112,Carlos Ortiz,82,"5,770",57.659,"49,366",164,714,"1,146","1,001","1,476",-0.27,5.723,72,0.177,-0.07200000000000001,-0.06,9.003,72,28.0,0.0,3.0,0.0,,,1.0,2019
113,Kyle Stanley,76,"5,375",28.112,"36,980",128,735,"1,064",923,"1,368",-0.26,-16.351,55,0.037000000000000005,0.309,-0.062,-0.6890000000000001,55,25.0,0.0,1.0,0.0,,,,2019
114,Sung Kang,84,"5,937",35.472,"48,074",160,711,"1,171","1,000","1,512",-0.27,-6.194,70,0.165,0.036000000000000004,-0.083,2.075,70,27.0,1.0,4.0,0.0,1.0,,,2019
115,Richy Werenski,83,"5,836",65.608,"48,739",166,710,"1,159",985,"1,494",-0.28,5.43,73,0.057,-0.163,-0.114,-10.702,73,27.0,0.0,1.0,0.0,,,1.0,2019
116,Max Homa,80,"5,655",33.780,"48,029",160,642,"1,117",938,"1,440",-0.28,-0.38,69,0.213,0.179,-0.304,5.655,69,25.0,1.0,2.0,0.0,1.0,,,2019
117,Roberto Castro,72,"5,059",62.169,"40,862",144,677,"1,003",887,"1,296",-0.26,-4.9030000000000005,62,-0.382,0.43200000000000005,0.039,0.569,62,22.0,0.0,2.0,0.0,,,,2019
118,Kevin Na,60,"4,254",14.660,"27,800",96,538,840,696,"1,080",-0.27,3.925,44,-0.282,-0.076,0.355,3.841,44,19.0,1.0,3.0,0.0,1.0,,,2019
119,Trey Mullinax,73,"5,153",44.152,"45,285",146,519,"1,017",887,"1,314",-0.28,-22.265,63,0.341,0.134,-0.293,-10.834000000000001,63,,,,,,,,2019
120,Austin Cook,64,"4,507",49.892,"32,591",112,626,891,757,"1,152",-0.3,-4.658,53,0.23600000000000002,-0.095,-0.37200000000000005,-16.927,53,23.0,0.0,2.0,0.0,,,,2019
121,Stephan Jaeger,71,"4,991",64.266,"41,712",142,590,991,843,"1,278",-0.27,-5.176,57,-0.239,-0.127,0.365,-5.275,57,,,,,,,,2019
122,Roberto Díaz,65,"4,570",58.468,"37,363",130,614,905,779,"1,170",-0.28,8.238999999999999,51,0.11800000000000001,-0.466,0.063,-6.295,51,,,,,,,,2019
123,Luke List,63,"4,471",16.048,"39,481",126,468,882,742,"1,134",-0.28,-15.4,55,0.48100000000000004,-0.005,0.006,11.09,55,22.0,0.0,4.0,0.0,,,,2019
124,Wes Roach,63,"4,413",74.369,"37,062",126,581,881,767,"1,134",-0.28,-0.019,49,0.079,-0.11,0.19699999999999998,8.105,49,21.0,0.0,2.0,0.0,,,1.0,2019
125,Chase Wright,69,"4,851",64.047,"41,274",138,603,963,844,"1,242",-0.29,21.623,57,0.013000000000000001,-0.069,-0.313,0.585,57,,,,,,,,2019
126,Kramer Hickok,77,"5,427",58.730,"44,810",154,743,"1,073",930,"1,386",-0.26,-35.608000000000004,59,0.336,-0.264,0.245,-16.912,59,,,,,,,,2019
127,Jimmy Walker,74,"5,254",19.392,"39,488",132,576,"1,035",862,"1,332",-0.23,-7.43,57,-0.18100000000000002,0.051,0.322,3.5189999999999997,57,,,,,,,,2019
128,Andrew Landry,74,"5,218",55.614,"42,445",148,743,"1,036",894,"1,332",-0.27,-9.937000000000001,65,0.185,0.2,-0.244,-0.73,65,25.0,0.0,1.0,0.0,,,1.0,2019
129,Patton Kizzire,74,"5,236",39.603,"38,932",132,629,"1,036",852,"1,332",-0.31,34.05,53,-0.489,-0.132,-0.12,-5.192,53,25.0,0.0,1.0,0.0,,,,2019
130,Bronson Burgoon,55,"3,885",36.217,"30,198",102,512,770,673,990,-0.27,-13.679,47,0.054000000000000006,-0.033,-0.07400000000000001,-16.148,47,20.0,0.0,2.0,0.0,,1.0,,2019
131,Ryan Blaum,82,"5,783",63.776,"47,425",164,715,"1,144",959,"1,476",-0.28,13.937000000000001,72,-0.052000000000000005,-0.292,0.006,-10.411,72,28.0,0.0,1.0,0.0,,,,2019
132,Kyoung-Hoon Lee,84,"5,944",45.791,"45,788",160,775,"1,174","1,023","1,512",-0.26,-5.935,62,0.125,-0.011000000000000001,-0.124,-6.611000000000001,62,30.0,0.0,2.0,0.0,,,1.0,2019
133,Alex Prugh,71,"5,007",56.841,"43,122",142,635,991,913,"1,278",-0.25,-19.615,57,0.379,0.222,-0.32299999999999995,-3.77,57,,,,,,,,2019
134,Phil Mickelson,60,"4,268",11.881,"36,755",120,426,839,693,"1,080",-0.3,-8.025,50,-0.307,-0.065,0.094,-21.906,50,20.0,1.0,2.0,0.0,1.0,1.0,,2019
135,Jason Dufner,72,"5,092",44.168,"37,133",128,682,"1,006",917,"1,296",-0.24,-28.160999999999998,57,0.264,0.091,0.124,-0.87,57,25.0,0.0,2.0,0.0,,,,2019
136,Hudson Swafford,57,"4,030",36.966,"33,653",114,459,796,685,"1,026",-0.3,-1.4709999999999999,47,-0.047,0.11900000000000001,-0.239,-9.301,47,,,,,,,1.0,2019
137,Brian Gay,89,"6,282",68.693,"44,537",162,871,"1,241","1,031","1,602",-0.27,24.096,72,-0.28600000000000003,-0.392,0.065,-20.005,72,28.0,0.0,2.0,0.0,,,1.0,2019
138,Charley Hoffman,70,"4,985",10.246,"36,658",124,568,975,838,"1,260",-0.27,-7.438,47,0.049,0.396,-0.23,2.701,47,24.0,0.0,2.0,0.0,,1.0,,2019
139,Patrick Rodgers,51,"3,605",34.623,"30,579",102,407,711,594,918,-0.29,19.24,45,0.157,-0.38299999999999995,0.028999999999999998,10.377,45,18.0,0.0,1.0,0.0,,1.0,,2019
140,Beau Hossler,83,"5,866",58.595,"44,913",150,686,"1,159","1,001","1,494",-0.3,42.083999999999996,68,0.048,-0.765,-0.08,-12.125,68,27.0,0.0,,0.0,,,,2019
141,Cameron Champ,76,"5,374",51.905,"48,322",152,590,"1,067",948,"1,368",-0.29,-6.72,68,0.657,-0.335,-0.597,-25.463,68,26.0,1.0,3.0,0.0,1.0,,,2019
142,Ben Silverman,68,"4,810",45.268,"39,058",136,645,949,814,"1,224",-0.25,-6.2829999999999995,56,0.16399999999999998,-0.33,-0.079,-20.004,56,,,,,,,,2019
143,José de Jesús Rodríguez,65,"4,580",62.284,"37,720",130,547,907,752,"1,170",-0.29,7.422000000000001,49,-0.067,-0.455,0.129,-11.777000000000001,49,,,,,,,,2019
144,Branden Grace,68,"4,840",16.641,"33,050",112,543,949,809,"1,224",-0.25,-23.379,45,0.024,0.11,0.278,-4.813,45,22.0,0.0,2.0,0.0,,1.0,,2019
145,Scott Stallings,78,"5,513",59.527,"43,958",148,641,"1,087",937,"1,404",-0.28,-22.353,68,0.009000000000000001,0.259,-0.017,-5.306,68,26.0,0.0,2.0,0.0,,,1.0,2019
146,Julián Etulain,65,"4,606",38.449,"37,936",130,496,905,743,"1,170",-0.26,2.4619999999999997,51,-0.284,-0.289,0.091,-22.122,51,,,,,,,,2019
147,Chesson Hadley,74,"5,257",30.540,"39,287",132,616,"1,031",861,"1,332",-0.27,13.772,60,-0.336,0.231,-0.252,-7.6579999999999995,60,26.0,0.0,3.0,0.0,,1.0,,2019
148,Adam Long,76,"5,404",27.273,"44,386",152,707,"1,063",893,"1,368",-0.24,-25.109,68,-0.036000000000000004,0.138,-0.151,-28.447,68,27.0,1.0,2.0,0.0,1.0,,,2019
149,Jim Knous,53,"3,766",22.576,"31,427",106,408,739,646,954,-0.25,-9.716000000000001,39,0.040999999999999995,0.111,-0.275,-14.517999999999999,39,,,,,,,,2019
150,Fabián Gómez,62,"4,365",67.026,"35,990",124,591,867,760,"1,116",-0.26,-6.909,48,0.048,-0.28600000000000003,0.222,-7.652,48,,,,,,,,2019
151,Jonathan Byrd,49,"3,456",47.023,"27,600",98,399,685,575,882,-0.27,-14.84,36,-0.758,0.204,0.205,-27.418000000000003,36,,,,,,,,2019
152,Sam Saunders,74,"5,237",53.475,"44,388",148,583,"1,031",863,"1,332",-0.28,-5.518,67,-0.136,0.1,-0.247,-24.467,67,,,,,,,,2019
153,Peter Uihlein,78,"5,507",70.925,"41,646",140,550,"1,088",927,"1,404",-0.29,19.997,58,-0.442,-0.168,0.085,-10.48,58,29.0,0.0,2.0,0.0,,,,2019
154,Brandon Harkins,83,"5,864",72.053,"50,515",166,659,"1,157","1,011","1,494",-0.29,-33.194,69,0.03,0.042,0.019,-26.873,69,,,,,,,,2019
155,Kelly Kraft,81,"5,746",47.833,"44,695",154,696,"1,129",910,"1,458",-0.29,3.5069999999999997,65,-0.307,-0.18899999999999997,-0.273,-46.501000000000005,65,31.0,0.0,3.0,0.0,,1.0,,2019
156,Ernie Els,49,"3,484",21.829,"23,348",82,406,685,562,882,-0.24,0.29600000000000004,30,-0.46299999999999997,-0.355,0.282,-15.796,30,,,,,,,,2019
157,Tyler Duncan,83,"5,867",73.890,"47,842",166,807,"1,159","1,023","1,494",-0.25,-36.727,65,0.156,-0.152,-0.19699999999999998,-49.26,65,,,,,,,,2019
158,Scott Langley,74,"5,242",56.793,"40,147",148,713,"1,033",826,"1,332",-0.29,8.317,64,-0.593,-0.483,0.179,-49.1,64,,,,,,,,2019
159,Tom Hoge,90,"6,373",71.711,"49,956",172,777,"1,257","1,066","1,620",-0.26,-20.476,72,-0.179,0.381,-0.163,-17.694000000000003,72,,,,,,,,2019
160,Robert Streb,72,"5,096",61.302,"41,568",144,613,"1,006",857,"1,296",-0.26,-14.217,60,-0.256,-0.053,0.122,-25.412,60,28.0,0.0,2.0,0.0,,,1.0,2019
161,Chris Stroud,62,"4,400",41.906,"35,938",124,503,863,703,"1,116",-0.28,1.165,52,-0.557,-0.22899999999999998,0.035,-37.92,52,26.0,0.0,4.0,0.0,,1.0,,2019
162,David Hearn,47,"3,324",45.765,"26,258",94,458,655,571,846,-0.27,-5.3229999999999995,34,-0.158,0.009000000000000001,-0.309,-20.901999999999997,34,,,,,,,,2019
163,Anirban Lahiri,69,"4,900",47.176,"37,723",130,578,962,782,"1,242",-0.28,6.872999999999999,59,-0.431,-0.298,-0.139,-44.37,59,,,,,,,,2019
164,Joey Garber,57,"4,033",54.653,"33,502",114,497,795,681,"1,026",-0.25,-10.074,43,0.191,-0.501,-0.14,-29.424,43,,,,,,,,2019
165,J.B. Holmes,71,"5,054",39.198,"38,648",126,561,993,838,"1,278",-0.27,-36.084,48,0.21,0.079,0.012,-21.587,48,25.0,1.0,2.0,0.0,1.0,,,2019
166,Jim Herman,48,"3,402",42.008,"27,680",96,470,670,572,864,-0.27,-5.854,38,0.203,-0.11,-0.325,-14.674000000000001,38,21.0,1.0,1.0,0.0,1.0,,,2019
167,Sangmoon Bae,54,"3,831",44.129,"32,026",108,463,753,629,972,-0.26,8.68,40,0.02,-0.568,-0.302,-25.34,40,,,,,,,,2019
168,Anders Albertson,64,"4,524",69.421,"37,530",128,538,895,780,"1,152",-0.24,-15.974,52,-0.265,0.165,-0.113,-27.026999999999997,52,,,,,,,,2019
169,Ollie Schniederjans,75,"5,325",65.476,"43,513",142,508,"1,048",849,"1,350",-0.31,8.996,61,-0.285,-0.308,-0.025,-28.721999999999998,61,,,,,,,,2019
170,Brendan Steele,62,"4,412",45.351,"32,672",108,595,866,781,"1,116",-0.24,-25.647,51,0.518,-0.316,-0.228,-27.037,51,,,,,,,,2019
171,Brady Schnell,51,"3,624",45.132,"28,898",102,481,713,592,918,-0.26,2.539,39,-0.439,-0.318,-0.071,-29.748,39,,,,,,,,2019
172,Hunter Mahan,59,"4,192",52.958,"34,894",118,540,823,725,"1,062",-0.28,4.772,47,0.262,-0.563,-0.574,-36.371,47,,,,,,,,2019
173,Freddie Jacobson,51,"3,640",29.620,"29,101",102,431,711,580,918,-0.27,5.671,40,-0.639,-0.151,-0.17800000000000002,-33.045,40,,,,,,,,2019
174,Curtis Luck,59,"4,197",51.056,"34,154",118,459,821,663,"1,062",-0.28,19.604,44,-0.546,-0.847,-0.157,-48.583,44,,,,,,,,2019
175,Seamus Power,72,"5,129",56.883,"42,608",144,566,"1,006",806,"1,296",-0.26,3.529,62,-0.247,-0.6759999999999999,0.147,-44.56399999999999,62,27.0,0.0,2.0,0.0,,,,2019
176,Alex Cejka,50,"3,564",39.818,"27,796",100,467,695,580,900,-0.22,-19.269000000000002,40,-0.092,-0.013999999999999999,-0.257,-33.766999999999996,40,,,,,,,,2019
177,Kyle Jones,66,"4,692",65.227,"37,484",132,632,921,784,"1,188",-0.23,-11.700999999999999,54,-0.03,-0.40299999999999997,0.016,-34.238,54,,,,,,,,2019
178,Cody Gribble,66,"4,716",42.344,"39,236",132,494,921,732,"1,188",-0.31,-1.902,58,-0.374,-0.42700000000000005,-0.193,-59.568999999999996,58,,,,,,,,2019
179,J.J. Henry,52,"3,717",34.007,"30,035",104,473,727,624,936,-0.17,-26.941,41,-0.099,-0.273,-0.163,-48.871,41,,,,,,,,2019
180,Seth Reeves,67,"4,766",68.443,"41,733",134,535,935,806,"1,206",-0.27,-25.149,53,0.34299999999999997,-0.941,-0.366,-76.265,53,,,,,,,,2019
181,"Ted Potter, Jr.",71,"5,067",60.228,"35,451",126,629,995,848,"1,278",-0.27,-12.987,60,-0.253,-0.14,-0.335,-56.63399999999999,60,23.0,0.0,1.0,0.0,,,,2019
182,Rod Pampling,52,"3,722",37.822,"27,496",96,455,725,599,936,-0.22,-32.621,41,-0.187,-0.473,0.278,-48.263999999999996,41,,,,,,,,2019
183,Martin Trainer,61,"4,381",31.917,"37,069",122,432,851,664,"1,098",-0.29,-2.036,50,-0.075,-1.3780000000000001,0.063,-71.53399999999999,50,25.0,1.0,1.0,0.0,1.0,,,2019
184,Whee Kim,69,"4,934",66.703,"34,680",122,599,965,822,"1,242",-0.25,1.995,47,-1.035,-0.217,-0.08,-60.62,47,,,,,,,,2019
185,John Chin,54,"3,854",60.190,"32,399",108,439,755,668,972,-0.24,-12.095999999999998,38,-0.11199999999999999,-0.76,-0.366,-59.101000000000006,38,,,,,,,1.0,2019
186,Satoshi Kodaira,64,"4,613",44.913,"31,617",112,606,896,732,"1,152",-0.25,-25.717,51,-0.311,-0.39899999999999997,-0.414,-83.01899999999999,51,,,,,,,,2019
187,Michael Kim,59,"4,305",35.554,"28,489",102,438,827,638,"1,062",-0.23,-8.333,45,-1.556,-0.545,0.15,-96.09,45,,,,,,,,2019
0,Webb Simpson,52,"3,539",47.881,"30,800",104,490,728,663,936,-0.36,30.055999999999997,51,0.12300000000000001,0.64,0.244,81.422,51,14.0,2.0,8.0,,2.0,1.0,2.0,2020
1,Jon Rahm,58,"3,991",18.356,"35,682",116,515,816,734,"1,044",-0.33,27.326,57,0.7559999999999999,0.28300000000000003,0.304,103.92,57,15.0,2.0,8.0,,2.0,1.0,1.0,2020
2,Justin Thomas,66,"4,538",24.461,"35,286",116,529,924,827,"1,188",-0.34,-1.8159999999999998,58,0.405,0.997,0.33899999999999997,99.147,58,18.0,3.0,10.0,,3.0,2.0,1.0,2020
3,Rory McIlroy,60,"4,146",7.155,"32,660",104,471,836,732,"1,080",-0.33,-3.6180000000000003,51,0.7020000000000001,0.504,0.10800000000000001,63.401,51,15.0,1.0,7.0,,1.0,,2.0,2020
4,Xander Schauffele,70,"4,832",13.902,"37,868",124,591,980,893,"1,260",-0.31,22.355,61,0.648,0.366,0.225,97.935,61,18.0,0.0,7.0,,,3.0,1.0,2020
5,Daniel Berger,64,"4,403",28.197,"36,025",120,569,891,771,"1,152",-0.32,29.45,56,0.366,0.396,0.271,87.337,56,17.0,1.0,7.0,,1.0,1.0,2.0,2020
6,Bryson DeChambeau,62,"4,263",29.931,"39,945",124,498,868,764,"1,116",-0.34,40.775999999999996,62,1.0390000000000001,-0.09,-0.040999999999999995,97.074,62,17.0,1.0,9.0,,1.0,1.0,1.0,2020
7,Dustin Johnson,49,"3,378",18.845,"30,477",98,407,689,611,882,-0.35,12.722000000000001,47,0.612,0.524,0.002,66.209,47,14.0,3.0,7.0,,3.0,2.0,,2020
8,Harris English,76,"5,254",27.673,"45,732",152,657,"1,064",970,"1,368",-0.29,35.253,68,0.215,0.45399999999999996,0.27899999999999997,99.728,68,20.0,0.0,6.0,,,1.0,1.0,2020
9,Tyrrell Hatton,42,"2,901",18.304,"20,510",68,363,588,524,756,-0.33,12.402999999999999,34,0.188,0.6940000000000001,0.184,48.637,34,11.0,1.0,6.0,,1.0,,1.0,2020
10,Patrick Reed,74,"5,136",13.399,"39,073",132,581,"1,036",870,"1,332",-0.34,38.938,65,0.278,0.102,0.316,84.154,65,20.0,1.0,8.0,,1.0,1.0,,2020
11,Scottie Scheffler,82,"5,680",36.165,"50,667",164,703,"1,148","1,019","1,476",-0.32,-3.73,70,0.618,0.39799999999999996,0.115,75.461,70,23.0,0.0,7.0,,,,2.0,2020
12,Patrick Cantlay,46,"3,201",8.135,"27,884",92,384,647,566,828,-0.32,9.642000000000001,44,0.40399999999999997,0.523,0.17,57.911,44,12.0,0.0,3.0,0.0,,1.0,,2020
13,Hideki Matsuyama,74,"5,137",25.668,"37,744",124,588,"1,032",913,"1,332",-0.3,-28.613000000000003,61,0.285,0.69,0.45799999999999996,58.815,61,20.0,0.0,5.0,,,1.0,2.0,2020
14,Collin Morikawa,80,"5,566",22.505,"42,816",144,734,"1,120",994,"1,440",-0.31,-7.044,71,0.44,0.884,0.005,87.387,71,21.0,2.0,7.0,,2.0,1.0,,2020
15,Abraham Ancer,74,"5,147",25.036,"36,896",124,665,"1,032",892,"1,332",-0.29,18.354,56,0.32799999999999996,0.335,-0.09300000000000001,50.24100000000001,56,20.0,0.0,4.0,,,2.0,,2020
16,Gary Woodland,62,"4,318",17.684,"32,983",108,521,868,761,"1,116",-0.31,17.994,53,0.052000000000000005,0.601,-0.21,41.495,53,17.0,0.0,6.0,0.0,,,1.0,2020
17,Adam Scott,38,"2,647",12.114,"18,483",60,293,528,466,684,-0.31,8.071,30,-0.055999999999999994,0.268,0.424,27.16,30,10.0,1.0,1.0,0.0,1.0,,,2020
